,country,alpha_3,year,coal_mw_new,coal_mw_retired,coal_mw_change
1319,El Salvador,SLV,2012,0,0,0
1320,Ethiopia,ETH,2012,0,0,0
1321,Finland,FIN,2012,0,0,0
1322,France,FRA,2012,270,0,270
1323,Georgia,GEO,2012,0,0,0
1324,Germany,DEU,2012,2875,2963,-88
1325,Ghana,GHA,2012,0,0,0
1326,Greece,GRC,2012,0,0,0
1327,Guadeloupe,GLP,2012,0,0,0
1328,Guatemala,GTM,2012,57,0,57
1329,Guinea,GIN,2012,0,0,0
1330,Honduras,HND,2012,0,0,0
1331,Hong Kong,HKG,2012,0,0,0
1332,Hungary,HUN,2012,0,110,-110
1333,India,IND,2012,18122,63,18059
1334,Indonesia,IDN,2012,4045,0,4045
1335,Iran,IRN,2012,0,0,0
1336,Ireland,IRL,2012,0,0,0
1337,Israel,ISR,2012,0,0,0
1338,Italy,ITA,2012,0,0,0
1339,Ivory Coast,CIV,2012,0,0,0
1340,Jamaica,JAM,2012,0,0,0
1341,Japan,JPN,2012,0,0,0
1342,Jordan,JOR,2012,0,0,0
1343,Kazakhstan,KAZ,2012,0,0,0
1344,Kenya,KEN,2012,0,0,0
1345,Kosovo,,2012,0,0,0
1346,Kyrgyzstan,KGZ,2012,0,0,0
1347,Laos,LAO,2012,0,0,0
1348,Latvia,LVA,2012,0,0,0
1349,Madagascar,MDG,2012,0,0,0
1350,Malawi,MWI,2012,0,0,0
1351,Malaysia,MYS,2012,0,0,0
1352,Mauritius,MUS,2012,0,0,0
1353,Mexico,MEX,2012,0,0,0
1354,Moldova,MDA,2012,0,0,0
1355,Mongolia,MNG,2012,0,0,0
1356,Montenegro,MNE,2012,0,0,0
1357,Morocco,MAR,2012,0,0,0
1358,Mozambique,MOZ,2012,0,0,0
1359,Myanmar,MMR,2012,0,0,0
1360,Namibia,NAM,2012,0,0,0
1361,Netherlands,NLD,2012,0,0,0
1362,New Zealand,NZL,2012,0,250,-250
1363,Niger,NER,2012,0,0,0
1364,Nigeria,NGA,2012,0,0,0
1365,North Korea,KOR,2012,0,0,0
1366,North Macedonia,MKD,2012,0,0,0
1367,Oman,OMN,2012,0,0,0
1368,Pakistan,PAK,2012,0,0,0
1369,Panama,PAN,2012,0,0,0
1370,Papua New Guinea,PNG,2012,0,0,0
1371,Peru,PER,2012,0,0,0
1372,Philippines,PHL,2012,0,0,0
1373,Poland,POL,2012,0,744,-744
1374,Portugal,PRT,2012,0,0,0
1375,Reunion,REU,2012,0,0,0
1376,Romania,ROU,2012,0,210,-210
1377,Russia,RUS,2012,549,0,549
1378,Senegal,SEN,2012,0,0,0
1379,Serbia,SRB,2012,0,0,0
1380,Slovakia,SVK,2012,0,0,0
1381,Slovenia,SVN,2012,0,0,0
1382,South Africa,ZAF,2012,0,0,0
1383,South Korea,PRK,2012,0,0,0
1384,Spain,ESP,2012,0,796,-796
1385,Sri Lanka,LKA,2012,0,0,0
1386,Sudan,SDN,2012,0,0,0
1387,Eswatini,SWZ,2012,0,0,0
1388,Sweden,SWE,2012,0,0,0
1389,Syria,SYR,2012,0,0,0
1390,Taiwan,TWN,2012,0,600,-600
1391,Tajikistan,TJK,2012,0,0,0
1392,Tanzania,TZA,2012,0,0,0
1393,Thailand,THA,2012,967,0,967
1394,Turkey,TUR,2012,0,0,0
1395,Ukraine,UKR,2012,0,0,0
1396,United Arab Emirates,ARE,2012,0,0,0
1397,United Kingdom,GBR,2012,0,2172,-2172
1398,United States,USA,2012,3953,10363,-6410
1399,Uzbekistan,UZB,2012,0,0,0
1400,Venezuela,VEN,2012,0,0,0
1401,Vietnam,VNM,2012,480,0,480
1402,Zambia,ZMB,2012,0,0,0
1403,Zimbabwe,ZWE,2012,0,0,0
1404,Albania,ALB,2013,0,0,0
1405,Argentina,ARG,2013,0,0,0
1406,Australia,AUS,2013,0,0,0
1407,Austria,AUT,2013,0,0,0
1408,Bangladesh,BGD,2013,0,0,0
1409,Belarus,BLR,2013,0,0,0
1410,Belgium,BEL,2013,0,590,-590
1411,Bosnia and Herzegovina,BIH,2013,0,0,0
1412,Botswana,BWA,2013,300,0,300
1413,Brazil,BRA,2013,1085,0,1085
1414,Brunei,BRN,2013,0,0,0
1415,Bulgaria,BGR,2013,0,210,-210
1416,Cambodia,KHM,2013,0,0,0
1417,Canada,CAN,2013,0,3086,-3086
1418,Chile,CHL,2013,270,0,270
1419,China,CHN,2013,51729,2988,48741
1420,Colombia,COL,2013,0,0,0
1421,Croatia,HRV,2013,0,0,0
1422,Czech Republic,CZE,2013,0,0,0
1423,Democratic Republic of Congo,COD,2013,0,0,0
1424,Denmark,DNK,2013,0,0,0
1425,Dominican Republic,DOM,2013,0,0,0
1426,Egypt,EGY,2013,0,0,0
1427,El Salvador,SLV,2013,0,0,0
1428,Ethiopia,ETH,2013,0,0,0
1429,Finland,FIN,2013,0,80,-80
1430,France,FRA,2013,0,1585,-1585
1431,Georgia,GEO,2013,0,0,0
1432,Germany,DEU,2013,1600,1314,286
1433,Ghana,GHA,2013,0,0,0
1434,Greece,GRC,2013,0,33,-33
1435,Guadeloupe,GLP,2013,0,0,0
1436,Guatemala,GTM,2013,46,0,46
1437,Guinea,GIN,2013,0,0,0
1438,Honduras,HND,2013,0,0,0
1439,Hong Kong,HKG,2013,0,0,0
1440,Hungary,HUN,2013,0,0,0
1441,India,IND,2013,18408,188,18220
1442,Indonesia,IDN,2013,2024,0,2024
1443,Iran,IRN,2013,0,0,0
1444,Ireland,IRL,2013,0,0,0
1445,Israel,ISR,2013,0,0,0
1446,Italy,ITA,2013,0,0,0
1447,Ivory Coast,CIV,2013,0,0,0
1448,Jamaica,JAM,2013,0,0,0
1449,Japan,JPN,2013,1850,0,1850
1450,Jordan,JOR,2013,0,0,0
1451,Kazakhstan,KAZ,2013,60,0,60
1452,Kenya,KEN,2013,0,0,0
1453,Kosovo,,2013,0,0,0
1454,Kyrgyzstan,KGZ,2013,0,0,0
1455,Laos,LAO,2013,0,0,0
1456,Latvia,LVA,2013,0,0,0
1457,Madagascar,MDG,2013,0,0,0
1458,Malawi,MWI,2013,0,0,0
1459,Malaysia,MYS,2013,0,0,0
1460,Mauritius,MUS,2013,0,0,0
1461,Mexico,MEX,2013,0,0,0
1462,Moldova,MDA,2013,0,0,0
1463,Mongolia,MNG,2013,0,0,0
1464,Montenegro,MNE,2013,0,0,0
1465,Morocco,MAR,2013,0,0,0
1466,Mozambique,MOZ,2013,0,0,0
1467,Myanmar,MMR,2013,0,0,0
1468,Namibia,NAM,2013,0,0,0
1469,Netherlands,NLD,2013,0,0,0
1470,New Zealand,NZL,2013,0,250,-250
1471,Niger,NER,2013,0,0,0
1472,Nigeria,NGA,2013,0,0,0
1473,North Korea,KOR,2013,0,0,0
1474,North Macedonia,MKD,2013,0,0,0
1475,Oman,OMN,2013,0,0,0
1476,Pakistan,PAK,2013,0,0,0
1477,Panama,PAN,2013,0,0,0
1478,Papua New Guinea,PNG,2013,0,0,0
1479,Peru,PER,2013,0,0,0
1480,Philippines,PHL,2013,600,0,600
1481,Poland,POL,2013,50,446,-396
1482,Portugal,PRT,2013,0,0,0
1483,Reunion,REU,2013,0,0,0
1484,Romania,ROU,2013,0,150,-150
1485,Russia,RUS,2013,716,670,46
1486,Senegal,SEN,2013,0,0,0
1487,Serbia,SRB,2013,0,0,0
1488,Slovakia,SVK,2013,0,32,-32
1489,Slovenia,SVN,2013,0,0,0
1490,South Africa,ZAF,2013,0,0,0
1491,South Korea,PRK,2013,60,0,60
1492,Spain,ESP,2013,0,590,-590
1493,Sri Lanka,LKA,2013,0,0,0
1494,Sudan,SDN,2013,0,0,0
1495,Eswatini,SWZ,2013,0,0,0
1496,Sweden,SWE,2013,0,0,0
1497,Syria,SYR,2013,0,0,0
1498,Taiwan,TWN,2013,0,0,0
1499,Tajikistan,TJK,2013,0,0,0
1500,Tanzania,TZA,2013,0,0,0
1501,Thailand,THA,2013,0,0,0
1502,Turkey,TUR,2013,188,0,188
1503,Ukraine,UKR,2013,0,0,0
1504,United Arab Emirates,ARE,2013,0,0,0
1505,United Kingdom,GBR,2013,0,4177,-4177
1506,United States,USA,2013,1813,6801,-4988
1507,Uzbekistan,UZB,2013,0,0,0
1508,Venezuela,VEN,2013,0,0,0
1509,Vietnam,VNM,2013,1040,0,1040
1510,Zambia,ZMB,2013,0,0,0
1511,Zimbabwe,ZWE,2013,0,0,0
1512,Albania,ALB,2014,0,0,0
1513,Argentina,ARG,2014,0,0,0
1514,Australia,AUS,2014,0,1301,-1301
1515,Austria,AUT,2014,0,0,0
1516,Bangladesh,BGD,2014,0,0,0
1517,Belarus,BLR,2014,0,0,0
1518,Belgium,BEL,2014,0,0,0
1519,Bosnia and Herzegovina,BIH,2014,0,0,0
1520,Botswana,BWA,2014,300,0,300
1521,Brazil,BRA,2014,0,0,0
1522,Brunei,BRN,2014,0,0,0
1523,Bulgaria,BGR,2014,0,210,-210
1524,Cambodia,KHM,2014,235,0,235
1525,Canada,CAN,2014,110,162,-52
1526,Chile,CHL,2014,0,0,0
1527,China,CHN,2014,39057,8767,30290
1528,Colombia,COL,2014,0,0,0
1529,Croatia,HRV,2014,0,0,0
1530,Czech Republic,CZE,2014,135,0,135
1531,Democratic Republic of Congo,COD,2014,0,0,0
1532,Denmark,DNK,2014,0,305,-305
1533,Dominican Republic,DOM,2014,0,0,0
1534,Egypt,EGY,2014,0,0,0
1535,El Salvador,SLV,2014,0,0,0
1536,Ethiopia,ETH,2014,0,0,0
1537,Finland,FIN,2014,0,1000,-1000
1538,France,FRA,2014,0,516,-516
1539,Georgia,GEO,2014,0,0,0
1540,Germany,DEU,2014,1710,2329,-619
1541,Ghana,GHA,2014,0,0,0
1542,Greece,GRC,2014,0,0,0
1543,Guadeloupe,GLP,2014,0,0,0
1544,Guatemala,GTM,2014,165,0,165
1545,Guinea,GIN,2014,0,0,0
1546,Honduras,HND,2014,0,0,0
1547,Hong Kong,HKG,2014,0,0,0
1548,Hungary,HUN,2014,0,0,0
1549,India,IND,2014,20799,343,20456
1550,Indonesia,IDN,2014,1080,0,1080
1551,Iran,IRN,2014,0,0,0
1552,Ireland,IRL,2014,0,0,0
1553,Israel,ISR,2014,0,0,0
1554,Italy,ITA,2014,0,140,-140
1555,Ivory Coast,CIV,2014,0,0,0
1556,Jamaica,JAM,2014,0,0,0
1557,Japan,JPN,2014,0,0,0
1558,Jordan,JOR,2014,0,0,0
1559,Kazakhstan,KAZ,2014,0,0,0
1560,Kenya,KEN,2014,0,0,0
1561,Kosovo,,2014,0,0,0
1562,Kyrgyzstan,KGZ,2014,0,0,0
1563,Laos,LAO,2014,0,0,0
1564,Latvia,LVA,2014,0,0,0
1565,Madagascar,MDG,2014,0,0,0
1566,Malawi,MWI,2014,0,0,0
1567,Malaysia,MYS,2014,0,0,0
1568,Mauritius,MUS,2014,0,0,0
1569,Mexico,MEX,2014,0,0,0
1570,Moldova,MDA,2014,0,0,0
1571,Mongolia,MNG,2014,50,0,50
1572,Montenegro,MNE,2014,0,0,0
1573,Morocco,MAR,2014,700,0,700
1574,Mozambique,MOZ,2014,0,0,0
1575,Myanmar,MMR,2014,0,0,0
1576,Namibia,NAM,2014,0,0,0
1577,Netherlands,NLD,2014,0,0,0
1578,New Zealand,NZL,2014,0,0,0
1579,Niger,NER,2014,0,0,0
1580,Nigeria,NGA,2014,0,0,0
1581,North Korea,KOR,2014,0,0,0
1582,North Macedonia,MKD,2014,0,0,0
1583,Oman,OMN,2014,0,0,0
1584,Pakistan,PAK,2014,0,0,0
1585,Panama,PAN,2014,0,0,0
1586,Papua New Guinea,PNG,2014,0,0,0
1587,Peru,PER,2014,0,0,0
1588,Philippines,PHL,2014,82,0,82
1589,Poland,POL,2014,0,380,-380
1590,Portugal,PRT,2014,0,0,0
1591,Reunion,REU,2014,0,0,0
1592,Romania,ROU,2014,0,0,0
1593,Russia,RUS,2014,1126,0,1126
1594,Senegal,SEN,2014,0,0,0
1595,Serbia,SRB,2014,0,0,0
1596,Slovakia,SVK,2014,0,0,0
1597,Slovenia,SVN,2014,0,75,-75
1598,South Africa,ZAF,2014,0,0,0
1599,South Korea,PRK,2014,1800,0,1800
1600,Spain,ESP,2014,0,0,0
1601,Sri Lanka,LKA,2014,600,0,600
1602,Sudan,SDN,2014,0,0,0
1603,Eswatini,SWZ,2014,0,0,0
1604,Sweden,SWE,2014,0,150,-150
1605,Syria,SYR,2014,0,0,0
1606,Taiwan,TWN,2014,0,600,-600
1607,Tajikistan,TJK,2014,100,0,100
1608,Tanzania,TZA,2014,0,0,0
1609,Thailand,THA,2014,0,0,0
1610,Turkey,TUR,2014,1597,0,1597
1611,Ukraine,UKR,2014,0,0,0
1612,United Arab Emirates,ARE,2014,0,0,0
1613,United Kingdom,GBR,2014,0,1887,-1887
1614,United States,USA,2014,106,4613,-4507
1615,Uzbekistan,UZB,2014,0,0,0
1616,Venezuela,VEN,2014,0,0,0
1617,Vietnam,VNM,2014,3104,0,3104
1618,Zambia,ZMB,2014,0,0,0
1619,Zimbabwe,ZWE,2014,0,0,0
1620,Albania,ALB,2015,0,0,0
1621,Argentina,ARG,2015,120,0,120
1622,Australia,AUS,2015,0,590,-590
1623,Austria,AUT,2015,0,450,-450
1624,Bangladesh,BGD,2015,0,0,0
1625,Belarus,BLR,2015,0,0,0
1626,Belgium,BEL,2015,0,0,0
1627,Bosnia and Herzegovina,BIH,2015,0,0,0
1628,Botswana,BWA,2015,0,0,0
1629,Brazil,BRA,2015,0,0,0
1630,Brunei,BRN,2015,0,0,0
1631,Bulgaria,BGR,2015,0,840,-840
1632,Cambodia,KHM,2015,135,0,135
1633,Canada,CAN,2015,0,0,0
1634,Chile,CHL,2015,152,0,152
1635,China,CHN,2015,65037,6049,58988
1636,Colombia,COL,2015,164,0,164
1637,Croatia,HRV,2015,0,0,0
1638,Czech Republic,CZE,2015,0,0,0
1639,Democratic Republic of Congo,COD,2015,0,0,0
1640,Denmark,DNK,2015,0,0,0
1641,Dominican Republic,DOM,2015,0,0,0
1642,Egypt,EGY,2015,0,0,0
1643,El Salvador,SLV,2015,0,0,0
1644,Ethiopia,ETH,2015,0,0,0
1645,Finland,FIN,2015,0,0,0
1646,France,FRA,2015,0,2058,-2058
1647,Georgia,GEO,2015,0,0,0
1648,Germany,DEU,2015,3472,1075,2397
1649,Ghana,GHA,2015,0,0,0
1650,Greece,GRC,2015,0,0,0
1651,Guadeloupe,GLP,2015,0,0,0
1652,Guatemala,GTM,2015,159,0,159
1653,Guinea,GIN,2015,0,0,0
1654,Honduras,HND,2015,70,0,70
1655,Hong Kong,HKG,2015,0,0,0
1656,Hungary,HUN,2015,0,0,0
1657,India,IND,2015,20090,470,19620
1658,Indonesia,IDN,2015,2421,0,2421
1659,Iran,IRN,2015,0,0,0
1660,Ireland,IRL,2015,0,0,0
1661,Israel,ISR,2015,0,0,0
1662,Italy,ITA,2015,0,140,-140
1663,Ivory Coast,CIV,2015,0,0,0
1664,Jamaica,JAM,2015,0,0,0
1665,Japan,JPN,2015,38,0,38
1666,Jordan,JOR,2015,0,0,0
1667,Kazakhstan,KAZ,2015,283,0,283
1668,Kenya,KEN,2015,0,0,0
1669,Kosovo,,2015,0,0,0
1670,Kyrgyzstan,KGZ,2015,0,0,0
1671,Laos,LAO,2015,1252,0,1252
1672,Latvia,LVA,2015,0,0,0
1673,Madagascar,MDG,2015,0,0,0
1674,Malawi,MWI,2015,0,0,0
1675,Malaysia,MYS,2015,1000,0,1000
1676,Mauritius,MUS,2015,0,0,0
1677,Mexico,MEX,2015,0,0,0
1678,Moldova,MDA,2015,0,0,0
1679,Mongolia,MNG,2015,125,0,125
1680,Montenegro,MNE,2015,0,0,0
1681,Morocco,MAR,2015,0,0,0
1682,Mozambique,MOZ,2015,0,0,0
1683,Myanmar,MMR,2015,0,0,0
1684,Namibia,NAM,2015,0,0,0
1685,Netherlands,NLD,2015,2400,1774,626
1686,New Zealand,NZL,2015,0,0,0
1687,Niger,NER,2015,0,0,0
1688,Nigeria,NGA,2015,0,0,0
1689,North Korea,KOR,2015,0,0,0
1690,North Macedonia,MKD,2015,0,0,0
1691,Oman,OMN,2015,0,0,0
1692,Pakistan,PAK,2015,0,0,0
1693,Panama,PAN,2015,0,0,0
1694,Papua New Guinea,PNG,2015,0,0,0
1695,Peru,PER,2015,0,0,0
1696,Philippines,PHL,2015,585,0,585
1697,Poland,POL,2015,55,293,-238
1698,Portugal,PRT,2015,0,0,0
1699,Reunion,REU,2015,0,0,0
1700,Romania,ROU,2015,0,730,-730
1701,Russia,RUS,2015,225,688,-463
1702,Senegal,SEN,2015,0,0,0
1703,Serbia,SRB,2015,0,0,0
1704,Slovakia,SVK,2015,0,220,-220
1705,Slovenia,SVN,2015,600,0,600
1706,South Africa,ZAF,2015,795,0,795
1707,South Korea,PRK,2015,0,0,0
1708,Spain,ESP,2015,0,254,-254
1709,Sri Lanka,LKA,2015,0,0,0
1710,Sudan,SDN,2015,0,0,0
1711,Eswatini,SWZ,2015,0,0,0
1712,Sweden,SWE,2015,0,0,0
1713,Syria,SYR,2015,0,0,0
1714,Taiwan,TWN,2015,0,0,0
1715,Tajikistan,TJK,2015,0,0,0
1716,Tanzania,TZA,2015,0,0,0
1717,Thailand,THA,2015,0,0,0
1718,Turkey,TUR,2015,1140,0,1140
1719,Ukraine,UKR,2015,0,0,0
1720,United Arab Emirates,ARE,2015,0,0,0
1721,United Kingdom,GBR,2015,0,456,-456
1722,United States,USA,2015,50,21723,-21673
1723,Uzbekistan,UZB,2015,0,0,0
1724,Venezuela,VEN,2015,0,0,0
1725,Vietnam,VNM,2015,4475,0,4475
1726,Zambia,ZMB,2015,30,0,30
1727,Zimbabwe,ZWE,2015,0,0,0
1728,Albania,ALB,2016,0,0,0
1729,Argentina,ARG,2016,0,0,0
1730,Australia,AUS,2016,0,760,-760
1731,Austria,AUT,2016,0,165,-165
1732,Bangladesh,BGD,2016,0,0,0
1733,Belarus,BLR,2016,0,0,0
1734,Belgium,BEL,2016,0,560,-560
1735,Bosnia and Herzegovina,BIH,2016,300,0,300
1736,Botswana,BWA,2016,0,0,0
1737,Brazil,BRA,2016,0,72,-72
1738,Brunei,BRN,2016,0,0,0
1739,Bulgaria,BGR,2016,0,0,0
1740,Cambodia,KHM,2016,0,0,0
1741,Canada,CAN,2016,0,0,0
1742,Chile,CHL,2016,531,0,531
1743,China,CHN,2016,49405,5535,43870
1744,Colombia,COL,2016,160,0,160
1745,Croatia,HRV,2016,0,0,0
1746,Czech Republic,CZE,2016,750,420,330
1747,Democratic Republic of Congo,COD,2016,0,0,0
1748,Denmark,DNK,2016,0,1131,-1131
1749,Dominican Republic,DOM,2016,0,0,0
1750,Egypt,EGY,2016,0,0,0
1751,El Salvador,SLV,2016,0,0,0
1752,Ethiopia,ETH,2016,0,0,0
1753,Finland,FIN,2016,0,0,0
1754,France,FRA,2016,0,0,0
1755,Georgia,GEO,2016,0,0,0
1756,Germany,DEU,2016,0,680,-680
1757,Ghana,GHA,2016,0,0,0
1758,Greece,GRC,2016,0,550,-550
1759,Guadeloupe,GLP,2016,0,0,0
1760,Guatemala,GTM,2016,362,0,362
1761,Guinea,GIN,2016,0,0,0
1762,Honduras,HND,2016,0,0,0
1763,Hong Kong,HKG,2016,0,0,0
1764,Hungary,HUN,2016,0,0,0
1765,India,IND,2016,18965,780,18185
1766,Indonesia,IDN,2016,1219,0,1219
1767,Iran,IRN,2016,0,0,0
1768,Ireland,IRL,2016,0,0,0
1769,Israel,ISR,2016,0,0,0
1770,Italy,ITA,2016,0,980,-980
1771,Ivory Coast,CIV,2016,0,0,0
1772,Jamaica,JAM,2016,0,0,0
1773,Japan,JPN,2016,112,0,112
1774,Jordan,JOR,2016,0,0,0
1775,Kazakhstan,KAZ,2016,0,0,0
1776,Kenya,KEN,2016,0,0,0
1777,Kosovo,,2016,0,0,0
1778,Kyrgyzstan,KGZ,2016,0,0,0
1779,Laos,LAO,2016,626,0,626
1780,Latvia,LVA,2016,0,0,0
1781,Madagascar,MDG,2016,0,0,0
1782,Malawi,MWI,2016,0,0,0
1783,Malaysia,MYS,2016,1000,0,1000
1784,Mauritius,MUS,2016,0,0,0
1785,Mexico,MEX,2016,0,0,0
1786,Moldova,MDA,2016,0,0,0
1787,Mongolia,MNG,2016,0,0,0
1788,Montenegro,MNE,2016,0,0,0
1789,Morocco,MAR,2016,0,0,0
1790,Mozambique,MOZ,2016,0,0,0
1791,Myanmar,MMR,2016,0,0,0
1792,Namibia,NAM,2016,0,0,0
1793,Netherlands,NLD,2016,1100,0,1100
1794,New Zealand,NZL,2016,0,0,0
1795,Niger,NER,2016,0,0,0
1796,Nigeria,NGA,2016,0,0,0
1797,North Korea,KOR,2016,0,0,0
1798,North Macedonia,MKD,2016,0,0,0
1799,Oman,OMN,2016,0,0,0
1800,Pakistan,PAK,2016,40,0,40
1801,Panama,PAN,2016,0,0,0
1802,Papua New Guinea,PNG,2016,0,0,0
1803,Peru,PER,2016,0,0,0
1804,Philippines,PHL,2016,1314,0,1314
1805,Poland,POL,2016,50,240,-190
1806,Portugal,PRT,2016,0,0,0
1807,Reunion,REU,2016,0,0,0
1808,Romania,ROU,2016,0,100,-100
1809,Russia,RUS,2016,1130,600,530
1810,Senegal,SEN,2016,0,0,0
1811,Serbia,SRB,2016,0,0,0
1812,Slovakia,SVK,2016,0,0,0
1813,Slovenia,SVN,2016,0,0,0
1814,South Africa,ZAF,2016,0,0,0
1815,South Korea,PRK,2016,5486,0,5486
1816,Spain,ESP,2016,0,531,-531
1817,Sri Lanka,LKA,2016,0,0,0
1818,Sudan,SDN,2016,0,0,0
1819,Eswatini,SWZ,2016,0,0,0
1820,Sweden,SWE,2016,0,0,0
1821,Syria,SYR,2016,0,0,0
1822,Taiwan,TWN,2016,800,0,800
1823,Tajikistan,TJK,2016,300,0,300
1824,Tanzania,TZA,2016,0,0,0
1825,Thailand,THA,2016,0,0,0
1826,Turkey,TUR,2016,1850,0,1850
1827,Ukraine,UKR,2016,0,0,0
1828,United Arab Emirates,ARE,2016,0,0,0
1829,United Kingdom,GBR,2016,0,5317,-5317
1830,United States,USA,2016,0,15768,-15768
1831,Uzbekistan,UZB,2016,150,213,-63
1832,Venezuela,VEN,2016,0,0,0
1833,Vietnam,VNM,2016,300,0,300
1834,Zambia,ZMB,2016,300,0,300
1835,Zimbabwe,ZWE,2016,0,0,0
1836,Albania,ALB,2017,0,0,0
1837,Argentina,ARG,2017,0,0,0
1838,Australia,AUS,2017,0,1840,-1840
1839,Austria,AUT,2017,0,0,0
1840,Bangladesh,BGD,2017,0,0,0
1841,Belarus,BLR,2017,0,0,0
1842,Belgium,BEL,2017,0,0,0
1843,Bosnia and Herzegovina,BIH,2017,0,0,0
1844,Botswana,BWA,2017,0,0,0
1845,Brazil,BRA,2017,0,446,-446
1846,Brunei,BRN,2017,0,0,0
1847,Bulgaria,BGR,2017,53,0,53
1848,Cambodia,KHM,2017,135,0,135
1849,Canada,CAN,2017,0,0,0
1850,Chile,CHL,2017,0,0,0
1851,China,CHN,2017,39546,7710,31836
1852,Colombia,COL,2017,0,0,0
1853,Croatia,HRV,2017,0,0,0
1854,Czech Republic,CZE,2017,0,0,0
1855,Democratic Republic of Congo,COD,2017,0,0,0
1856,Denmark,DNK,2017,0,0,0
1857,Dominican Republic,DOM,2017,0,0,0
1858,Egypt,EGY,2017,0,0,0
1859,El Salvador,SLV,2017,0,0,0
1860,Ethiopia,ETH,2017,0,0,0
1861,Finland,FIN,2017,0,833,-833
1862,France,FRA,2017,0,0,0
1863,Georgia,GEO,2017,0,0,0
1864,Germany,DEU,2017,0,3350,-3350
1865,Ghana,GHA,2017,0,0,0
1866,Greece,GRC,2017,0,0,0
1867,Guadeloupe,GLP,2017,0,0,0
1868,Guatemala,GTM,2017,0,0,0
1869,Guinea,GIN,2017,0,0,0
1870,Honduras,HND,2017,0,0,0
1871,Hong Kong,HKG,2017,0,250,-250
1872,Hungary,HUN,2017,0,0,0
1873,India,IND,2017,8988,3480,5508
1874,Indonesia,IDN,2017,1464,0,1464
1875,Iran,IRN,2017,0,0,0
1876,Ireland,IRL,2017,0,0,0
1877,Israel,ISR,2017,0,0,0
1878,Italy,ITA,2017,0,155,-155
1879,Ivory Coast,CIV,2017,0,0,0
1880,Jamaica,JAM,2017,0,0,0
1881,Japan,JPN,2017,500,270,230
1882,Jordan,JOR,2017,0,0,0
1883,Kazakhstan,KAZ,2017,0,0,0
1884,Kenya,KEN,2017,0,0,0
1885,Kosovo,,2017,0,0,0
1886,Kyrgyzstan,KGZ,2017,300,195,105
1887,Laos,LAO,2017,0,0,0
1888,Latvia,LVA,2017,0,0,0
1889,Madagascar,MDG,2017,0,0,0
1890,Malawi,MWI,2017,0,0,0
1891,Malaysia,MYS,2017,1000,0,1000
1892,Mauritius,MUS,2017,0,0,0
1893,Mexico,MEX,2017,0,0,0
1894,Moldova,MDA,2017,0,0,0
1895,Mongolia,MNG,2017,0,0,0
1896,Montenegro,MNE,2017,0,0,0
1897,Morocco,MAR,2017,350,0,350
1898,Mozambique,MOZ,2017,0,0,0
1899,Myanmar,MMR,2017,40,0,40
1900,Namibia,NAM,2017,0,0,0
1901,Netherlands,NLD,2017,0,1206,-1206
1902,New Zealand,NZL,2017,0,0,0
1903,Niger,NER,2017,0,0,0
1904,Nigeria,NGA,2017,0,0,0
1905,North Korea,KOR,2017,200,0,200
1906,North Macedonia,MKD,2017,0,0,0
1907,Oman,OMN,2017,0,0,0
1908,Pakistan,PAK,2017,2260,0,2260
1909,Panama,PAN,2017,0,0,0
1910,Papua New Guinea,PNG,2017,0,0,0
1911,Peru,PER,2017,0,0,0
1912,Philippines,PHL,2017,465,0,465
1913,Poland,POL,2017,1075,600,475
1914,Portugal,PRT,2017,0,0,0
1915,Reunion,REU,2017,0,0,0
1916,Romania,ROU,2017,0,0,0
1917,Russia,RUS,2017,0,0,0
1918,Senegal,SEN,2017,0,0,0
1919,Serbia,SRB,2017,0,0,0
1920,Slovakia,SVK,2017,0,0,0
1921,Slovenia,SVN,2017,0,0,0
1922,South Africa,ZAF,2017,1590,0,1590
1923,South Korea,PRK,2017,5262,525,4737
1924,Spain,ESP,2017,0,0,0
1925,Sri Lanka,LKA,2017,0,0,0
1926,Sudan,SDN,2017,0,0,0
1927,Eswatini,SWZ,2017,0,0,0
1928,Sweden,SWE,2017,0,0,0
1929,Syria,SYR,2017,0,0,0
1930,Taiwan,TWN,2017,800,634,166
1931,Tajikistan,TJK,2017,0,0,0
1932,Tanzania,TZA,2017,0,0,0
1933,Thailand,THA,2017,0,0,0
1934,Turkey,TUR,2017,1320,0,1320
1935,Ukraine,UKR,2017,0,0,0
1936,United Arab Emirates,ARE,2017,0,0,0
1937,United Kingdom,GBR,2017,0,240,-240
1938,United States,USA,2017,0,8871,-8871
1939,Uzbekistan,UZB,2017,0,0,0
1940,Venezuela,VEN,2017,0,0,0
1941,Vietnam,VNM,2017,2295,0,2295
1942,Zambia,ZMB,2017,0,0,0
1943,Zimbabwe,ZWE,2017,0,0,0
1944,Albania,ALB,2018,0,0,0
1945,Argentina,ARG,2018,0,0,0
1946,Australia,AUS,2018,0,0,0
1947,Austria,AUT,2018,0,0,0
1948,Bangladesh,BGD,2018,275,0,275
1949,Belarus,BLR,2018,0,0,0
1950,Belgium,BEL,2018,0,0,0
1951,Bosnia and Herzegovina,BIH,2018,0,0,0
1952,Botswana,BWA,2018,0,0,0
1953,Brazil,BRA,2018,0,0,0
1954,Brunei,BRN,2018,0,0,0
1955,Bulgaria,BGR,2018,0,0,0
1956,Cambodia,KHM,2018,0,0,0
1957,Canada,CAN,2018,0,665,-665
1958,Chile,CHL,2018,0,0,0
